issn,revista,qualis
25456504,ZONA FRANCA,B2
03298019,ZONA FRANCA,B2
21658013,ZOOLOGY AND ECOLOGY,B2
15487083,A CONTRACORRIENTE,B3
22362029,A ECONOMIA EM REVISTA AERE,B3
21752516,A MARGEM REVISTA ELETRONICA DE CIENCIAS HUMANAS LETRAS E ARTES,B3
25960873,ABEAFRICA,B3
22383026,ABEHACHE,B3
24710938,ABORIGINAL JOURNAL OF INDIGENOUS STUDIES AND FIRST NATIONS AND FIRST PEOPLES CULTURES,B3
18079792,ABSTRACTA LINGUAGEM MENTE E ACAO,B3
23763639,ACM TRANSACTIONS ON MODELING AND PERFORMANCE EVALUATION OF COMPUTING SYSTEMS,B3
25766422,ACS APPLIED BIO MATERIALS,B3
03009033,ACTA GASTROENTEROLOGICA LATINOAMERICANA,B3
24486469,ACTA LATINOAMERICANA DE MATEMATICA EDUCATIVA,B3
0303464X,ACTA REUMATOLOGICA PORTUGUESA,B3
00017019,ACTA STOMATOLOGICA CROATICA,B3
17784034,ACTUALITES DE LA CONSERVATION,B3
23078316,ADVANCES IN ANIMAL AND VETERINARY SCIENCES,B3
23270446,ADVANCES IN HISTORICAL STUDIES,B3
1879808X,ADVANCES IN PARALLEL COMPUTING,B3
35193824,AFRICAN JOURNAL OF BOTANY,B3
23573732,AGRONOMIA COLOMBIANA,B3
23720484,AIMS MATERIALS SCIENCE,B3
23737972,AIMS NEUROSCIENCE,B3
23518189,AL IRFAN REVISTA DE CIENCIAS HUMANAS E SOCIAIS,B3
23183179,ALABASTRO,B3
25267280,ALBUQUERQUE REVISTA DE HISTORIA,B3
02131854,ALFINGE REVISTA DE FILOLOGIA,B3
21827265,ALMADAN ONLINE,B3
25268066,ALMANAQUE DE CIENCIA POLITICA,B3
11200413,ALTREITALIE,B3
00845841,AMA AGRICULTURAL MECHANIZATION IN ASIA AFRICA AND LATIN AMERICA,B3
25326724,AMERICA CRITICA,B3
24749265,AMERICAN JOURNAL OF EDUCATIONAL RESEARCH AND REVIEWS,B3
24519936,AMERICAN JOURNAL OF OPHTHALMOLOGY CASE REPORTS,B3
1841964X,AMERICAN BRITISH AND CANADIAN STUDIES,B3
0719997X,AMOXTLI,B3
22360220,ANAIS DO IV CONGRESSO INTERNACIONAL DE EDUCACAO,B3
02112337,ANALES DEL SEMINARIO DE HISTORIA DE LA FILOSOFIA,B3
21839565,ANALISE EUROPEIA,B3
16963466,ANALISIS DEL REAL INSTITUTO ELCANO,B3
25309986,ANIAV REVISTA DE INVESTIGACION EN ARTES VISUALES,B3
17775884,ANNALES DE GEOGRAPHIE,B3
23848553,ANNALI DELLISTITUTO SUPERIORE DI SANITA,B3
12214639,ANNALS OF DUNAREA DE JOS UNIVERSITY OF GALATI FASCICLE XII WELDING EQUIPMENT AND TECHNOLOGY,B3
15121887,ANNALS OF AGRARIAN SCIENCE,B3
18982263,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,B3
09719784,ANNALS OF CARDIAC ANAESTHESIA,B3
09742069,ANNALS OF PEDIATRIC CARDIOLOGY,B3
00035157,ANNUARIUM HISTORIAE CONCILIORUM,B3
20762704,ANTHROPIA,B3
22113533,ANTIEFECTIVE AGENTS,B3
2318163X,ANUARIO BRASILENO DE ESTUDIOS HISPANICOS,B3
00665126,ANUARIO DE PSICOLOGIA,B3
2526592X,AORISTO INTERNATIONAL JOURNAL OF PHENOMENOLOGY HERMENEUTICS AND METAPHYSICS,B3
10051031,APPL MATH SER B,B3
25726846,APPLIED EARTH SCIENCE,B3
23327294,APPLIED ECONOMICS AND FINANCE,B3
1874463X,APPLIED SPATIAL ANALYSIS AND POLICY,B3
2359246X,APRENDER CADERNO DE FILOSOFIA E PSICOLOGIA DA EDUCACAO,B3
21468133,ARCHIVES OF CLINICAL AND EXPERIMENTAL SURGERY,B3
22346163,ARCHIVES OF PLASTIC SURGERY,B3
16989465,ARCHIVOS DE MEDICINA,B3
00040614,ARCHIVOS ESPANOLES DE UROLOGIA,B3
18063616,ARGUMENTO,B3
25304119,ARTEFACTO VISUAL,B3
24496170,ARTERIAL HYPERTENSION,B3
24625035,ARTES DEL ENSAYO,B3
25423940,ASIA PACIFIC JOURNAL OF CLINICAL TRIALS NERVOUS SYSTEM DISEASES,B3
22056181,ASIA PACIFIC JOURNAL OF CONTEMPORARY EDUCATION AND COMUNICATION TECHNOLOGY,B3
17939453,ASIAN BIOETHICS REVIEW,B3
18762018,ASIAN JOURNAL OF PSYCHIATRY,B3
21743835,ATLANTIC REVIEW OF ECONOMICS,B3
21834326,ATLANTIS,B3
21512515,AXIS JOURNAL OF LASALLIAN HIGHER EDUCATION,B3
22385754,BABEL REVISTA ELETRONICA DE LINGUAS E LITERATURAS ESTRANGEIRAS,B3
09392815,BEITRAEGE ZUR GESCHICHTE DER SPRACHWISSENSCHAFT,B3
09746242,BIOMEDICAL AND PHARMACOLOGY JOURNAL,B3
18783619,BIOMEDICAL MATERIALS AND ENGINEERING,B3
20557647,BMJ OPEN SPORT EXERCISE MEDICINE,B3
18075398,BOLETIM DO MUSEU PARAENSE EMILIO GOELDI,B3
15174506,BOLETIM FORMACAO EM PSICANALISE,B3
21769141,BOLETIM INFORMATIVO UNIMOTRISAUDE EM SOCIOGERONTOLOGIA,B3
25267442,BOLETIM OBSERVATORIO DA DIVERSIDADE CULTURAL,B3
01200283,BOLETIN DE GEOLOGIA,B3
26053322,BOLETIN DE LA ASOCIACION DE GEOGRAFOS ESPANOLES,B3
18512372,BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA,B3
07989709,BOLETIN DE LINGUISTICA,B3
03660176,BOLETIN GEOLOGICO Y MINERO,B3
25264885,BRASILBRAZIL,B3
25953621,BRAZILIAN APPLIED SCIENCE REVIEW,B3
0100350X,BRAZILIAN JOURNAL OF FOOD TECHNOLOGY,B3
25956825,BRAZILIAN JOURNAL OF HEALTH REVIEW,B3
09694900,BRITISH JOURNAL OF MIDWIFERY,B3
05244994,BULLETIN BRITISH ARACHNOLOGICAL SOCIETY,B3
01607782,BULLETIN GEOTHERMAL RESOURCES COUNCIL,B3
17822041,BULLETIN DANALYSE PHENOMENOLOGIQUE,B3
08508712,BULLETIN DU CODESRIA,B3
02529742,BULLETIN OF THE EUROPEAN ASSOCIATION FOR THEORETICAL COMPUTER SCIENCE,B3
02397269,BULLETIN OF THE POLISH ACADEMY OF SCIENCES MATHEMATICS,B3
2236630X,CADERNOS ACADEMICOS,B3
14147394,CADERNOS DE ADMINISTRACAO,B3
19467095,CADERNOS DE ETNOLINGUISTICA,B3
23178051,CADERNOS DE LINGUA E LITERATURA HEBRAICA,B3
23595280,CADERNOS DE POLITICA EXTERIOR,B3
16767349,CADERNOS FAFIRE,B3
16781872,CADERNOS NEOLATINOS,B3
2526933X,CALEIDOSCOPIO LINGUAGEM E TRADUCAO,B3
2447875X,CALIOPE PRESENCA CLASSICA,B3
1712171X,CANADIAN JOURNAL OF DENTAL HYGIENE,B3
25139290,CANCER REPORTS AND REVIEWS,B3
22969705,CASE REPORTS IN NEPHROLOGY AND DIALYSIS,B3
20906706,CASE REPORTS IN ONCOLOGICAL MEDICINE,B3
24739510,CASE STUDIES IN THE ENVIRONMENT,B3
01966219,CERAMIC ENGINEERING AND SCIENCE PROCEEDINGS,B3
25716131,CERAMICS,B3
01043927,CERRADOS,B3
12107832,CESKA GYNEKOLOGIE,B3
25876104,CHANGING SOCIETIES PERSONALITIES,B3
25878964,CHANGING SOCIETIES PERSONALITIES,B3
24058300,CHEMICAL DATA COLLECTIONS,B3
1983912X,CIENCIA ET PRAXIS,B3
21827141,CIVISTAS AUGUSTINIANA,B3
23936584,CLAVES REVISTA DE HISTORIA,B3
22251154,CLIMATE,B3
17591961,CLINICAL AND EXPERIMENTAL NEUROIMMUNOLOGY,B3
01964399,CLINICAL MICROBIOLOGY NEWSLETTER,B3
21991197,CLINICAL PHYTOSCIENCE,B3
23623063,CLIO ASOCIADOS,B3
23311886,COGENT SOCIAL SCIENCES,B3
10609164,COLONIAL LATIN AMERICAN REVIEW,B3
21776350,COLOQUIO INTERNACIONAL DE ESTUDOS LINGUISTICOS E LITERARIOS,B3
00101451,COLOQUIO LETRAS,B3
18041388,COMMUNICATIONS IN MATHEMATICS,B3
14682656,COMMUNITY DEVELOPMENT JOURNAL,B3
25317547,COMPARATISMI RIVISTA DELLA CONSULTA DI CRITICA LETTERARIA E LETTERATURE COMPARATE,B3
18538118,COMPLEJIDAD,B3
15050602,COMPUTATIONAL METHODS IN SCIENCE AND TECHNOLOGY,B3
24681113,COMPUTATIONAL TOXICOLOGY,B3
25950622,COMUNICACOES EM INFORMATICA,B3
03282856,CONCIENCIA SOCIAL,B3
22463755,CONJUNCTIONS,B3
24483931,CONPEDI LAW REVIEW,B3
25267884,CONSUMER BEHAVIOR REVIEW,B3
25955233,CONTEMPORANEA REVISTA DO PPGARTUFSM,B3
19323231,CONTEMPORANEOS REVISTA DE ARTES E HUMANIDADES,B3
14282526,CONTEMPORARY ONCOLOGY,B3
07191014,CONTEXTOS,B3
2463333X,CONTINENTAL THOUGHT AND THEORY,B3
01384821,CONTRIBUTIONS TO ALGEBRA AND GEOMETRYBEITRAGE ZUR ALGEBRA UND GEOMETRIE,B3
08962960,CRITICAL REVIEWS IN PHYSICAL AND REHABILITATION MEDICINE,B3
19812140,CSONLINE,B3
0210962X,CUADERNOS DE ARTE DE LA UNIVERSIDAD DE GRANADA,B3
22565442,CUADERNOS DE GEOGRAFIA REVISTA COLOMBIANA DE GEOGRAFIA,B3
07196423,CUADERNOS DE TEORIA SOCIAL,B3
2420918X,CUADERNOS DEL HIPOGRIFOS REVISTA DE LITERATURA HISPANOAMERICANA Y COMPARADA,B3
24516821,CUADERNOS MEDIEVALES,B3
25667742,CULTURE PRACTICE AND EUROPEANIZATION,B3
09719032,CURRENT PEDIATRIC RESEARCH,B3
09738916,CURRENT TRENDS IN BIOTECHNOLOGY AND PHARMACY,B3
00114642,CZECHOSLOVAK MATHEMATICAL JOURNAL,B3
18131867,DEBATE TERMINOLOGICO,B3
04201213,DEMONSTRATIO MATHEMATICA,B3
00389145,DER STAHLBAU,B3
25945815,DESENVOLVIMENTO FRONTEIRAS E CIDADANIA,B3
17562317,DIAGNOSTIC HISTOPATHOLOGY,B3
14149109,DIALOGOS,B3
25045210,DIDATTICA DELLA MATEMATICA,B3
21796890,DISCIPLINARIUM SCIENTIA SERIE CIENCIAS HUMANAS,B3
15182606,DISCIPLINARUM SCIENTIA SERIE CIENCIAS BIOLOGICAS E DA SAUDE,B3
19822111,DISCIPLINARUM SCIENTIA SERIE CIENCIAS DA SAUDE,B3
19812841,DISCIPLINARUM SCIENTIA SERIE CIENCIAS NATURAIS E TECNOLOGICAS,B3
1521298X,DISSOLUTION TECHNOLOGIES,B3
17591422,DIVERSITY IN HEALTH AND CARE,B3
25947796,DRAMATURGIA EM FOCO,B3
01455613,EAR NOSE THROAT JOURNAL,B3
23581468,EDUCAMAZONIA,B3
14739879,EDUCATION FOR PRIMARY CARE,B3
03601277,EDUCATIONAL GERONTOLOGY,B3
23867620,ELOS REVISTA DE LITERATURA INFANTIL E XUVENIL,B3
24480789,EM PERSPECTIVA,B3
20450621,EMERGING MARKETS CASE STUDIES COLLECTION,B3
00001234,EMOSAICOS,B3
25305603,EMPRENDIMIENTO Y NEGOCIOS INTERNACIONALES,B3
24146625,ENCUENTRO LATINOAMERICANO ELA,B3
16823257,ENGLISH FOR SPECIFIC PURPOSES WORLD,B3
20422156,ENT AUDIOLOGY NEWS,B3
25262793,ENTROPIA,B3
07176805,ESCENARIOS ACTUALES,B3
18532055,ESCRITOS CONTABLES Y DE ADMINISTRACION,B3
21834644,ESPACOS VIVIDOS E ESPACOS CONSTRUIDOS,B3
20665083,ESSACHESS JOURNAL FOR COMMUNICATION STUDIES,B3
07176759,ESTADO GOBIERNO GESTION PUBLICA,B3
16431243,ESTETYKA I KRYTYKA THE POLISH JOURNAL OF AESTHETICS,B3
22504397,ESTUDIOS DEL ISHIR,B3
15594343,ETHICAL HUMAN PSYCHOLOGY AND PSYCHIATRY,B3
1049510X,ETHNICITY DISEASE,B3
24294667,ETUDES CANADIENNES,B3
00142247,ETUDES TSIGANES,B3
22180559,EUREKA,B3
1415479X,EUREKA,B3
17641489,EUROPEAN ANNALS OF ALLERGY AND CLINICAL IMMUNOLOGY,B3
20479956,EUROPEAN JOURNAL OF HOSPITAL PHARMACY SCIENCE AND,B3
0930343X,EUROPEAN JOURNAL OF PLASTIC SURGERY,B3
02583127,EUROPEAN SCIENCE EDITING,B3
01022881,EXAME,B3
17446651,EXPERT REVIEW OF ENDOCRINOLOGY METABOLISM,B3
15171728,FADAP REVISTA JURIDICA,B3
25255169,FALANGE MIUDA,B3
23581069,FALAS BREVES,B3
11306343,FARMACIA HOSPITALARIA,B3
00151882,FILTRATION SEPARATION,B3
25647504,FISCAOECONOMIA,B3
23183381,FISISENECTUS,B3
17936780,FLUCTUATION AND NOISE LETTERS,B3
15067629,FOLIA MALACOLOGICA,B3
07204299,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,B3
19160976,FRONTIERES,B3
23147210,FUTURE BUSINESS JOURNAL,B3
25154737,GENERAL MEDICINE OPEN,B3
20355556,GENUS JOURNAL OF POPULATION STUDIES,B3
23596007,GEOCONEXOES,B3
21783306,GEOGRAFIA MEIO AMBIENTE E ENSINO,B3
00167312,GEOGRAPHICA HELVETICA,B3
19833644,GEOPUC,B3
1072947X,GEORGIAN MATHEMATICAL JOURNAL,B3
23970030,GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT,B3
0872556X,GESTAO E DESENVOLVIMENTO,B3
25955861,GESTAO INOVACAO E EMPREENDEDORISMO,B3
22407995,GIORNALE CRITICO DI STORIA DELLE IDEE RIVISTA INTERNAZIONALE DI FILOSOFIA,B3
23833866,GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT,B3
23172002,GNARUS REVISTA DE HISTORIA,B3
22315063,GOLDEN RESEARCH THOUGHTS,B3
16102894,GYNAKOLOGISCHE ENDOKRINOLOGIE,B3
23525789,GYNECOLOGIC ONCOLOGY REPORTS,B3
24628425,HACIA LA PROMOCION DE LA SALUD,B3
07930283,HETEROCYCLIC COMMUNICATIONS,B3
00181439,HIGH ENERGY CHEMISTRY,B3
18891837,HIPERTENSION Y RIESGO VASCULAR,B3
15162095,HISTORIA EM REVISTA,B3
2378878X,HSOA JOURNAL NEONATOLOGY AND CLINICAL PEDIATRICS,B3
20071620,HUMANITAS CIENCIAS SOCIALES,B3
21870594,IAFOR JOURNAL OF EDUCATION,B3
2174081X,IBERSID REVISTA DE SISTEMAS DE INFORMACION Y DOCUMENTACION,B3
2471285X,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,B3
24686018,IFAC JOURNAL OF SYSTEMS AND CONTROL,B3
23161221,IGNIS,B3
18072526,IGT NA REDE,B3
24468231,IHERINGIA SERIE BOTANICA,B3
23075260,IN CRESCENDO,B3
02549395,INDIAN JOURNAL OF LEPROSY,B3
09723919,INDIAN JOURNAL OF NUCLEAR MEDICINE,B3
00195413,INDIAN JOURNAL OF ORTHOPAEDICS,B3
03774929,INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,B3
09726292,INDIAN PACING AND ELECTROPHYSIOLOGY JOURNAL,B3
24680451,INFECTION DISEASE HEALTH,B3
00204536,INSULA,B3
15531732,INTEGERS,B3
22147519,INTERDISCIPLINARY NEUROSURGERY,B3
21833265,INTERNATIONAL BUSINESS AND ECONOMICS REVIEW,B3
2411183X,INTERNATIONAL EJOURNAL OF ADVANCES IN SOCIAL SCIENCES,B3
23493224,INTERNATIONAL JOURNAL OF ADVANCEMENT IN ENGINEERING TECHNOLOGY MANAGEMENT APPLIED SCIENCE,B3
24695696,INTERNATIONAL JOURNAL OF BLOOD RESEARCH AND DISORDERS,B3
23096640,INTERNATIONAL JOURNAL OF CULTURAL AND CREATIVE INDUSTRIES,B3
18119743,INTERNATIONAL JOURNAL OF DIARY SCIENCE,B3
21416656,INTERNATIONAL JOURNAL OF EDUCATIONAL ADMINISTRATION AND POLICY STUDIES,B3
21507678,INTERNATIONAL JOURNAL OF ENERGETIC MATERIALS AND CHEMICAL PROPULSION,B3
23772905,INTERNATIONAL JOURNAL OF LEARNING AND TEACHING,B3
15391450,INTERNATIONAL JOURNAL OF ORTHODONTICS,B3
18780164,INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,B3
17460689,INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,B3
21632596,INTERNATIONAL JOURNAL OF PLANT RESEARCH,B3
24566373,INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN MEDICAL AND HEALTH SCIENCES,B3
26315106,INTERNATIONAL JOURNAL OF ROBOTIC ENGINEERING,B3
19315260,INTERNATIONAL JOURNAL OF VEGETABLE SCIENCE,B3
22308407,INTERNATIONAL RESEARCH JOURNAL OF PHARMACY,B3
15910199,INTERVENTIONAL NEURORADIOLOGY,B3
2027128X,INVESTIGACION EN ENFERMERIA IMAGEN Y DESARROLLO,B3
24439991,INVESTIGACION EN LA ESCUELA,B3
17351502,IRANIAN JOURNAL OF ALLERGY ASTHMA AND IMMUNOLOGY,B3
26050447,IROCAMMINTERNATIONAL REVIEW OF COMMUNICATION AND MARKETING MIX,B3
15470423,IRON STEEL TECHNOLOGY,B3
19976720,ISLAS,B3
00471542,ISLAS,B3
21949050,ISPRS ANNALS OF THE PHOTOGRAMMETRY REMOTE SENSING AND SPATIAL INFORMATION SCIENCES,B3
02502836,ISTANBUL UNIVERSITESI VETERINER FAKULTESI DERGISI,B3
1677051X,JAHRBUCH INSTITUT MARTIUSSTADEN,B3
21943680,JAHRBUCH FUR GESCHICHTE LATEINAMERIKAS,B3
07213905,JAHRBUCH FUR INTERNATIONALE GERMANISTIK REIHE C FORSCHUNGSBERICHTE,B3
25945173,JAMAXI REVISTA DE HISTORIA,B3
23897872,JANGWA PANA,B3
22416293,JBUON,B3
22141677,JCRS ONLINE CASE REPORTS,B3
21791139,JORNAL FUXICO,B3
2158611X,JOURNAL OF ABSTRACT DIFFERENTIAL EQUATIONS AND APPLICATIONS,B3
20906269,JOURNAL OF ADVANCED VETERINARY RESEARCH,B3
2148838X,JOURNAL OF ALGEBRA COMBINATORICS DISCRETE STRUCTURES AND APPLICATIONS,B3
15273741,JOURNAL OF AMERICAN POMOLOGICAL SOCIETY,B3
00218774,JOURNAL OF ANALYTICAL PSYCHOLOGY,B3
21596670,JOURNAL OF AVIATION TECHNOLOGY ENGINEERING,B3
24133256,JOURNAL OF BIOTECHNOLOGY RESEARCH,B3
22876375,JOURNAL OF BONE METABOLISM,B3
20789424,JOURNAL OF BUSINESS,B3
2424810X,JOURNAL OF CLINICAL AND TRANSLATIONAL RESEARCH,B3
15220443,JOURNAL OF CLINICAL NEUROMUSCULAR DISEASE,B3
18456421,JOURNAL OF COMMUNICATIONS SOFTWARE AND SYSTEMS,B3
24102938,JOURNAL OF COMPUTER SCIENCE TECHNOLOGY UPDATES,B3
2159581X,JOURNAL OF EARTH SCIENCE AND ENGINEERING,B3
13490222,JOURNAL OF ECHOCARDIOGRAPHY,B3
10655131,JOURNAL OF ENHANCED HEAT TRANSFER,B3
14962551,JOURNAL OF ENVIRONMENTAL ENGINEERING AND SCIENCE,B3
22336842,JOURNAL OF EXERCISE NUTRITION BIOCHEMISTRY,B3
23299568,JOURNAL OF FASHION TECHNOLOGY TEXTILE ENGINEERING,B3
09726802,JOURNAL OF FUNCTION SPACES,B3
19414889,JOURNAL OF GEOMETRIC MECHANICS,B3
00472468,JOURNAL OF GEOMETRY,B3
17579619,JOURNAL OF HUMAN RIGHTS PRACTICE,B3
15556425,JOURNAL OF ICHTHYOLOGY,B3
19979797,JOURNAL OF MEDICINE,B3
24481394,JOURNAL OF MEDICINE AND HEALTH PROMOTION,B3
09763147,JOURNAL OF NEUROSCIENCES IN RURAL PRACTICE,B3
21998531,JOURNAL OF OPEN INNOVATION TECHNOLOGY MARKET AND COMPLEXITY,B3
22125558,JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY MEDICINE AND PATHOLOGY,B3
07192479,JOURNAL OF ORAL RESEARCH,B3
10225536,JOURNAL OF ORTHOPAEDIC SURGERY,B3
0972978X,JOURNAL OF ORTHOPAEDICS,B3
21606862,JOURNAL OF PARK AND RECREATION ADMINISTRATION,B3
1060152X,JOURNAL OF PEDIATRIC ORTHOPEDICS PART B,B3
22135766,JOURNAL OF PEDIATRIC SURGERY CASE REPORTS,B3
25330675,JOURNAL OF PHILOSOPHICAL CRITICISM,B3
09700838,JOURNAL OF POLYMER MATERIALS,B3
22460918,JOURNAL OF PROBLEM BASED LEARNING IN HIGHER EDUCATION,B3
21610487,JOURNAL OF PSYCHOLOGY PSYCHOTHERAPY,B3
19382413,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,B3
09431853,JOURNAL OF PUBLIC HEALTH,B3
16132238,JOURNAL OF PUBLIC HEALTH,B3
21981833,JOURNAL OF PUBLIC HEALTH FROM THEORY TO PRACTICE,B3
23191023,JOURNAL OF RAMANUJAN SOCIETY OF MATHEMATICS MATHEMATICAL SCIENCES,B3
20136374,JOURNAL OF TECHNOLOGY AND SCIENCE EDUCATION,B3
2194668X,JOURNAL OF THE OPERATIONS RESEARCH SOCIETY OF CHINA,B3
21946698,JOURNAL OF THE OPERATIONS RESEARCH SOCIETY OF CHINA,B3
22124438,JOURNAL OF THE WORLD FEDERATION OF ORTHODONTISTS,B3
17477654,JOURNAL OF TOURISM AND CULTURAL CHANGE,B3
23281723,JOURNAL OF TOXINS,B3
21671222,JOURNAL OF TRAUMA TREATMENT,B3
08991855,JOURNAL PHYSICAL THERAPY EDUCATION,B3
23336447,JSM OPHTHALMOLOGY,B3
20403321,JURISPRUDENCE AN INTERNATIONAL JOURNAL OF LEGAL AND POLITICAL THOUGHT,B3
18086977,KALIOPE,B3
00229040,KARDIOLOGIA CARDIOLOGY,B3
25420240,KONTURY GLOBALNYKH TRANSFORMATSII POLITIKA EKONOMIKA PRAVO,B3
23868449,LAOCOONTE,B3
23582286,LATIN AMERICAN JOURNAL OF ENERGY RESEARCH,B3
00238813,LATIN AMERICAN THEATRE REVIEW,B3
01202596,LECTURAS DE ECONOMIA,B3
14397358,LECTURE NOTES IN COMPUTATIONAL SCIENCE AND ENGINEERING,B3
21165289,LECTURES,B3
23867477,LENGCOM REVISTA DE INVESTIGACION CIENTIFICA,B3
1864404X,LETTERS IN SPATIAL AND RESOURCE SCIENCES,B3
25262955,LETTRES FRANCAISES,B3
00142808,LEUROPE EN FORMATION,B3
25948261,LEX CULT,B3
07185065,LIMITE REVISTA INTERDISCIPLINARIA DE FILOSOFIA Y PSICOLOGIA,B3
25253425,LINGUATEC,B3
23265620,LITERACY IN COMPOSITION STUDIES,B3
25264850,LITTERATA REVISTA DO CENTRO DE ESTUDOS PORTUGUESES HELIO SIMOES,B3
17050154,LOISIR ET SOCIETESOCIETY LEISURE,B3
17653096,LOXIAS,B3
23237112,LUMAT RESEARCH AND PRACTICE IN MATH SCIENCE AND TECHNOLOGY EDUCATION,B3
01046330,MAGMA,B3
23163887,MALLARMARGENS REVISTA DE POESIA E ARTE CONTEMPORANEA,B3
24694339,MANAGEMENT AND ECONOMICS RESEARCH JOURNAL,B3
25891529,MATERIALIA,B3
13143344,MATHEMATICA AETERNA,B3
14778602,MATHEMATICAL MEDICINE AND BIOLOGY,B3
00014346,MATHEMATICAL NOTES,B3
13937197,MATHEMATICAL PROCEEDINGS OF THE ROYAL IRISH ACADEMY,B3
21831467,MATRIA DIGITAL,B3
24545880,MATTER INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY,B3
09324194,MCSS MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,B3
2354323X,MEDICINE AND MEDICAL SCIENCES,B3
18129528,MEMORIAS DEL INSTITUTO DE INVESTIGACIONES EN CIENCIAS DE LA SALUD,B3
1850468X,METEOROLOGICA,B3
09749233,MIDDLE EAST AFRICAN JOURNAL OF OPHTHALMOLOGY,B3
10739467,MIDDLE EAST QUARTERLY,B3
25949187,MISES,B3
00268577,MODERNA SPRAAK,B3
24470996,MORUS UTOPIA E RENASCIMENTO,B3
1808561X,MORUS,B3
02761459,MULTIPHASE SCIENCE AND TECHNOLOGY,B3
25264036,MULTIPLOS ACESSOS REVISTA CIENTIFICA INTERDISCIPLINAR,B3
09751815,MUSE INDIA,B3
23693045,MUSEMEDUSA,B3
22106812,NANOSCIENCE NANOTECHNOLOGY ASIA,B3
11663243,NARRATIVA,B3
22381945,NBC PERIODICO CIENTIFICO DO NUCLEO DE BIOSCIENCIA,B3
02116995,NEFROLOGIA,B3
17697255,NEPHROLOGIE THERAPEUTIQUE,B3
23262133,NEUROGENESIS,B3
26314010,NEUROLOGY AND NEUROSCIENCE REPORTS,B3
21630402,NEUROLOGY CLINICAL PRACTICE,B3
18725805,NEW CARBON MATERIALS,B3
03014223,NEW ZEALAND JOURNAL OF ZOOLOGY,B3
25958682,NGANHU,B3
23972106,NPJ MATERIALS DEGRADATION,B3
2334265X,NPJ SCHIZOPHRENIA,B3
07195176,NUEVA REVISTA DEL PACIFICO,B3
18871984,NUMEROS,B3
00296155,NUOVA CORRENTE,B3
25263676,OCCURSUS REVISTA DE FILOSOFIA,B3
18120822,OCEAN SCIENCE DISCUSSIONS,B3
20610661,ONOMASTICA URALICA,B3
23637501,OPEN GEOSPATIAL DATA SOFTWARE AND STANDARDS,B3
22186050,OPEN VETERINARY JOURNAL,B3
22264485,OPEN VETERINARY JOURNAL,B3
1752248X,ORAL SURGERY,B3
25254898,ORCAMENTO EM DISCUSSAO,B3
13440241,ORTHODONTIC WAVES,B3
17431026,OUTLOOKS ON PEST MANAGEMENT,B3
13489151,PACIFIC JOURNAL OF OPTIMIZATION,B3
20700466,PADIC NUMBERS ULTRAMETRIC ANALYSIS AND APPLICATIONS,B3
19181523,PAIN RESEARCH MANAGEMENT,B3
23721391,PALAESTRA,B3
18805302,PALLIATIVE CARE RESEARCH,B3
19000324,PAPELES Y COYUNTURA,B3
01296264,PARALLEL PROCESSING LETTERS,B3
23138971,PEDAGOGY AND PSIYCHOLOGY OF EDUCATION,B3
17341531,PEDIATRIA I MEDYCYNA RODZINNA,B3
24510742,PEDIATRIA I MEDYCYNA RODZINNA,B3
09172394,PEDIATRIC DENTAL JOURNAL,B3
25231960,PENSAMIENTO PROPIO,B3
20756038,PERFILES DE LA CULTURA CUBANA,B3
25947443,PERIPLOS REVISTA DE PESQUISA SOBRE MIGRACOES,B3
16462157,PERSPECTIVAS PORTUGUESE JOURNAL OF POLITICAL SCIENCE AND INTERNATIONAL RELATIONS,B3
23814764,PERSPECTIVES OF THE ASHA SPECIAL INTEREST GROUPS,B3
15691500,PERSPECTIVES ON GLOBAL DEVELOPMENT AND TECHNOLOGY,B3
23753382,PERSPECTIVESJOURNAL OF THE EARLY CHILDHOOD MUSIC MOVEMENT ASSOCIATION,B3
10426507,PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,B3
19254873,PHRONESIS,B3
20555784,PILOT AND FEASIBILITY STUDIES,B3
14719363,PIRANDELLO STUDIES,B3
16685458,POBLACION DE BUENOS AIRES,B3
01204130,POLIGRAMAS,B3
25908189,POLISEMIA,B3
18991998,POLISH JOURNAL OF SPORT AND TOURISM,B3
21833826,PORTUGUESE JOURNAL OF FINANCE MANAGEMENT AND,B3
25043145,PORTUGUESE JOURNAL OF PUBLIC HEALTH,B3
09536612,PRACTICE NURSE,B3
